objectid,title,creator,date,description,subject,location,latitude,longitude,source,display_template,type,format,language,rights,rightsstatement,filename,identifier,object_location,image_small,image_thumb
col008_mp_143,"Meridian Police ""The Dairy City"" Patch-First Patch",Meridian Police Department,1960,"Meridian Police ""The Dairy City"" Patch (First Patch) was released about the early 1960s. Apparently many people interpreted wrong ideas about the cow tail facing upward and became offended. The patch eventually became replaced with one in which the cow tail pointed straight down. The version of the cow tail up came in both white and a second issued light orange. Not only was the cow symbolic of the dairy center, but the shape of the patch looked like a wedge of cheese. All Meridian Police Dairy patches were dropped in the late 1970s or early 1980s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_136.jpg,col008_meridianpolice_136,objects/col008_meridianpolice_136.jpg,objects/small/col008_meridianpolice_136_sm.jpg,objects/thumbs/col008_meridianpolice_136_th.jpg
col008_mp_144,"Meridian Police ""The Dairy City"" Patch-Second Patch",Meridian Police Department,1960,"Meridian Police ""The Dairy City"" Patch (Second Patch) was released circa 1960s. This patch made in response to complaints the earlier patch version with the cow's tail upward was offensive. In this version the tail faces downward. The Meridian Police ""Dairy City"" patches were dropped in the late 1970s or early 1980s. This is considered the 3rd patch issued within the department, since the ""Dairy City"" patch contained to issued additions, and the first issued patch was in the 1950s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_137.jpg,col008_meridianpolice_137,objects/col008_meridianpolice_137.jpg,objects/small/col008_meridianpolice_137_sm.jpg,objects/thumbs/col008_meridianpolice_137_th.jpg
col008_mp_145,Meridian Police Patch with Golden Eagle,Meridian Police Department,1977,"This is the 4th issued Meridian Police patch. The police department took on the generic golden eagle image after dropping ""The Dairy City"" cow patches in about the late 1970s or early 1980s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_138.jpg,col008_meridianpolice_138,objects/col008_meridianpolice_138.jpg,objects/small/col008_meridianpolice_138_sm.jpg,objects/thumbs/col008_meridianpolice_138_th.jpg
col008_mp_146,Meridian Police Patch,Meridian Police Department,2005,"This is the 7th issued Meridian Police patch, used from 2005-2012. This patch is similar to what was the 6th issued patch, excpet that the 6th issue had read colored fabric in the state seal. The department removed the red from the state seal as a cost saving measure. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_139.jpg,col008_meridianpolice_139,objects/col008_meridianpolice_139.jpg,objects/small/col008_meridianpolice_139_sm.jpg,objects/thumbs/col008_meridianpolice_139_th.jpg
col008_mp_147,Meridian Police Suspect Photograph Board,Meridian Police Department,1970,"This Meridian Police Department suspect photograph board was apparently last used in 1979, although there is no identifying information at hand as to how long the department used this for police bookings.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_140.jpg,col008_meridianpolice_140,objects/col008_meridianpolice_140.jpg,objects/small/col008_meridianpolice_140_sm.jpg,objects/thumbs/col008_meridianpolice_140_th.jpg
col008_mp_148,Police Motorcycle Helmet,Meridian Police Department,1964,"This police motorcycle helmet belonged to Auxiliary Police Officer Wally Everist, an officer with the Meridian Police Department in the early 1960s.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_141.jpg,col008_meridianpolice_141,objects/col008_meridianpolice_141.jpg,objects/small/col008_meridianpolice_141_sm.jpg,objects/thumbs/col008_meridianpolice_141_th.jpg
col008_mp_149,Boise Police Patch,Boise Police Department,2007,"Boise Police patch, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_142.jpg,col008_meridianpolice_142,objects/col008_meridianpolice_142.jpg,objects/small/col008_meridianpolice_142_sm.jpg,objects/thumbs/col008_meridianpolice_142_th.jpg
col008_mp_150,Boise Police Reserve Patrolman Badge,Boise Police Department,2007,"Boise Police Reserve Patrolman badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_143.jpg,col008_meridianpolice_143,objects/col008_meridianpolice_143.jpg,objects/small/col008_meridianpolice_143_sm.jpg,objects/thumbs/col008_meridianpolice_143_th.jpg
col008_mp_151,Items from Police Chief Gene Hiner's Career and Post-Career Influence,Gene Hiner Family,1954,"The Gene Hiner Family gave this framed display of items to the Meridian Police Department. It includes various items of Chief Hiner's throughout his police career (including outside of the Meridian Police Department) spanning 1954-1973. Items include badges, patches, pins, tie clips, police identification, lighters, a name plate, knife, handcuffs, whistle, and baton. Two of the Meridian Police police badges included (the eagle patch and the light blue patch) were from after his time as Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_144.jpg,col008_meridianpolice_144,objects/col008_meridianpolice_144.jpg,objects/small/col008_meridianpolice_144_sm.jpg,objects/thumbs/col008_meridianpolice_144_th.jpg
col008_mp_152,Police Chief Hat and Badge,Meridian Police Department,2000,"Police Chief Hat and Badge, circa 2000s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_145.jpg,col008_meridianpolice_145,objects/col008_meridianpolice_145.jpg,objects/small/col008_meridianpolice_145_sm.jpg,objects/thumbs/col008_meridianpolice_145_th.jpg
col008_mp_153,Gene Hiner Gun Tie Clip,Gene Hiner Family,1954,Gene Hiner's gun tie clip from the framed display of items from Hiner's police career. The display was presented to the MPD by Gene Hiner's family.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_146.jpg,col008_meridianpolice_146,objects/col008_meridianpolice_146.jpg,objects/small/col008_meridianpolice_146_sm.jpg,objects/thumbs/col008_meridianpolice_146_th.jpg
